"datetime","Global_active_power","Global_reactive_power","Voltage","Global_intensity","Sub_metering_1","Sub_metering_2","Sub_metering_3","sub_metering_4"
"9/28/2008","1731.104","163.968","346000.92","7314.6","1920","385","11242","15304.73336786"
"9/29/2008","1501.738","199.432","345980.19","6349.6","1014","363","10677","12974.9666321"
"9/30/2008","1375.006","155.092","346440.63","5795.6","998","360","7415","14143.7666595"
"10/1/2008","1872.364","181.256","347225.2","7894.2","2249","5800","10808","12349.06665052"
"10/2/2008","1345.342","153.676","346072.67","5686","0","367","9060","12995.3667298"
"10/3/2008","1612.58","158.598","345372.49","6833.8","4801","349","9432","12294.3333396"
"10/4/2008","2100.496","216.2","345851.14","8848.5999999999","3462","629","12573","18344.266709"
"10/5/2008","1549.95","146.296","345798.06","6529.2","990","3257","6071","15514.5000258"
"10/6/2008","1423.782","125.204","344331.47","6071.6","990","286","9562","12891.70000685"
"10/7/2008","1726.568","187.234","343948.13","7439.2","1016","419","9476","17865.133311"
"10/8/2008","1860.576","152.41","345670.58","7821","1044","5126","11650","13189.59998408"
"10/9/2008","1983.682","181.9","344556.61","8369.8","1032","3064","11652","17313.36666"
"10/10/2008","1518.338","148.044","345074.19","6389","0","389","12046","12870.6333068"
"10/11/2008","1669.386","154.848","344422.97","7064.6","2144","2335","11373","11971.0999945"
"10/12/2008","1907.94","161.806","345818.22","8085.8","2561","5822","7171","16244.9999649"
"10/13/2008","1461.976","147.894","346765.57","6126.2","1037","535","9483","13311.2666757"
"10/14/2008","1609.056","164.286","344470.65","6811.4","1177","442","9939","15259.5999679"
"10/15/2008","2156.896","168.462","344889.78","9112.6","1998","7042","9984","16924.2666341"
"10/16/2008","1583.68","136.84","344538.5","6712.2","951","429","8438","16576.6666721"
"10/17/2008","1866.886","153.522","345668.58","7885.2","2036","3187","9639","16252.7666448"
"10/18/2008","2239.19","162.628","345363.02","9427.8","799","1655","12146","22719.833296"
"10/19/2008","1971.934","181.596","345661.27","8359.6","698","8010","4600","19557.5666782"
"10/20/2008","1667.554","137.812","346222.79","6998.8","844","2648","10475","13825.5666573"
"10/21/2008","2063.716","152.344","345212.19","8756.4","857","2663","11331","19544.2666809"
"10/22/2008","1646.01","149.344","346774.7","6965.2","662","2542","8487","15742.4999655"
"10/23/2008","1830.494","161.208","346174.62","7739.4","815","1435","10587","17671.2333169"
"10/24/2008","2133.226","168.014","346195.72","9024.4","7893","2277","10284","15099.7666992"
"10/25/2008","1581.198","115.682","346893.5","6605.4","737","408","14212","10996.2999619"
"10/26/2008","523.492","115.53","348657.79","2158.8","0","360","2013","6351.8666591"
"10/27/2008","523.892","128.978","348808.4","2173.2","0","402","1967","6362.5333271"
"10/28/2008","1327.29","145.076","347510.58","5548.6","2263","362","5090","14406.4999916"
"10/29/2008","1612.576","133.282","348177.02","6630.2","1037","345","4015","21479.26673"
"10/30/2008","1098.6","123.028","348599.94","4713.6","0","345","2619","15346.0000157"
"10/31/2008","1285.832","104.348","347514.87","5423.6","0","312","10483","10635.5333581"
"11/1/2008","830.498","113.672","348206.74","3781","0","344","1939","11558.6332987"
"11/2/2008","910.614","120.472","348704.27","4124.2","0","346","2824","12006.8999032"
"11/3/2008","847.6","115.248","348141.77","3837.6","963","347","1892","10924.6666484"
"11/4/2008","1562.316","121.476","346755.52","6699.4","0","6214","4106","15718.6000249"
"11/5/2008","3134.93","257.82","344852.31","13304.4","7597","10409","8362","25880.8334394"
"11/6/2008","1588.438","181.468","346161.91","6806.4","1033","430","6734","18276.9667062"
"11/7/2008","1619.184","109.988","345242.57","6846.6","1032","389","10421","15144.3999976"
"11/8/2008","1733.138","133.168","344603.56","7350.8","1114","3271","6069","18431.6333416"
"11/9/2008","2578.538","210.946","343373.86","10974.2","6301","661","14348","21665.6333753"
"11/10/2008","2122.138","155.622","345042.11","8990","1223","355","10383","23407.9666304"
"11/11/2008","2455.95","128.08","345425.32","10344","2475","2288","14651","21518.5000336"
"11/12/2008","2189.664","158.968","346163.14","9142.4","1066","2713","9467","23248.3999918"
"11/13/2008","1238.46","125.424","347901.01","5223.2","0","338","6315","13987.9999989"
"11/14/2008","1621.738","127.894","347071.42","6848","2092","325","9929","14682.9666989"
"11/15/2008","3031.628","165.16","343633.13","12907","3952","3799","15635","27141.1333331"
"11/16/2008","2365.432","163.13","346311.56","9963.4","4791","1829","8945","23858.8666403"
"11/17/2008","1523.636","118.874","347234.3","6353.4","0","378","10590","14425.9333011"
"11/18/2008","1749.05","139.282","345458.94","7404.2","1079","369","11204","16498.8333621"
"11/19/2008","1840.238","166.452","346377.05","7794.6","1737","3026","8704","17203.6333338"
"11/20/2008","1692.336","121.192","345338.09","7177.6","1034","347","7732","19092.6000016"
"11/21/2008","1673.93","127.554","345496.8","7123","1039","348","10396","16115.8333412"
"11/22/2008","1711.368","124.868","345213.81","7271.4","1093","882","8320","18227.80001"
"11/23/2008","3406.736","207.002","344377.32","14469.4","3631","8824","10290","34033.93337216"
"11/24/2008","3212.998","121.618","346117.66","13371","1063","510","13378","38598.966625"
"11/25/2008","2702.85","150.564","346940.07","11266.4","3010","345","10471","31221.5000204"
"11/26/2008","1515.954","119.996","349057.29","6273.2","909","304","10002","14050.9000274"
"11/27/2008","2362.218","126.218","347673.62","9851.2","2491","330","12440","24109.3000203"
"11/28/2008","1885.964","128.426","350015.78","7789.8","1113","295","11361","18663.733366"
"11/29/2008","2434.668","166.51","347386.69","10157.2","5268","2392","12386","20531.7999659"
"11/30/2008","2401.388","170.904","349019.37","10016","1161","3481","11474","23907.1333773"
"12/1/2008","1616.538","118.678","350562.01","6852.2","1085","309","9013","16535.3000016"
"12/2/2008","1793.444","145.908","350466.29","7509.8","0","304","11343","18243.7332847"
"12/3/2008","1755.164","124.722","350472.57","7300.2","1137","302","9664","18149.7333331"
"12/4/2008","1738.638","113.99","350586.92","7234.2","1085","281","11314","16297.2999975"
"12/5/2008","2058.618","120.026","349885.31","8593.4","831","310","9852","23317.29999"
"12/6/2008","2523.836","188.144","347236.65","10596","4005","5749","9048","23261.9333096"
"12/7/2008","2466.74","180.224","348823.5","10306.6","3294","310","13627","23881.3333128"
"12/8/2008","1868.636","120.782","350973.53","7751.8","1117","296","13256","16474.9333197"
"12/9/2008","2003.144","132.516","350720.14","8291","1985","2553","12886","15961.7333957"
"12/10/2008","2214.206","146.14","350495.51","9152.5999999999","1128","4144","12140","19491.433293"
"12/11/2008","1432.522","114.916","350522.44","5935.6","1160","273","7979","14463.3666626"
"12/12/2008","1815.534","139.342","349981.95","7519.2","1157","255","12154","16692.8999928"
"12/13/2008","1825.574","163.278","347815.51","7663.4","2186","261","9271","18708.2333519"
"12/14/2008","2002.12","164.014","347936.83","8469.4","3742","2497","5415","21714.6666392"
"12/15/2008","1795.45","113.744","349976.45","7475","1178","252","9668","18826.1666348"
"12/16/2008","1797.09","114.598","351187.06","7477.4","0","253","11334","18364.4999807"
"12/17/2008","2098.786","136.216","350371.46","8755.6","4251","284","10813","19631.766697"
"12/18/2008","1736.94","118.07","349717.05","7184.6","1125","258","11293","16272.9999775"
"12/19/2008","1882.112","132.154","348287.29","7891.4","1538","296","11773","17761.53329"
"12/20/2008","2242.772","160.69","349296.29","9354.4","1132","6479","12819","16949.5333315"
"12/21/2008","2643.61","135.072","348076.92","11034.2","1099","9189","14816","18956.1666122"
"12/22/2008","2015.808","124.87","348284.87","8434.2","2157","391","10433","20615.7999731"
"12/23/2008","1798.088","151.08","348149.59","7561","2666","2115","8326","16861.1333598"
"12/24/2008","1269.638","115.318","351303.3","5232.4","0","364","9981","10815.6333595"
"12/25/2008","1061.118","116.882","350255.61","4375.6","0","285","3598","13802.3000009"
"12/26/2008","1223.732","124.222","351869.27","5041","1121","279","7796","11199.5333777"
"12/27/2008","2972.164","118.132","350369.13","12141.8","0","244","12209","37083.066658"
"12/28/2008","1570.642","112.248","352166.95","6364.8","1953","217","5291","18716.3666392"
"12/29/2008","555.278","91.638","352734.85","2273.6","0","218","2480","6556.6333299"
"12/30/2008","1195.238","113.206","352278.96","4898.6","0","245","7145","12530.633358"
"12/31/2008","1964.188","129.272","350347.13","8190.2","2975","246","11860","17655.4666806"
"1/1/2009","1406.692","112.668","349683.93","5975.8","765","3845","2803","16031.8667149"
"1/2/2009","2327.51","204.73","349495.04","9702.4","2417","6018","11841","18515.8333677"
"1/3/2009","1913.496","174.912","350901.3","7964.4","6440","328","10439","14684.5999786"
"1/4/2009","1939.994","167.338","352544.3","8111.8","1457","5251","3245","22380.2333536"
"1/5/2009","1604","128.938","352556.32","6676.1999999999","1247","322","8650","16514.3333592"
"1/6/2009","1689.862","115.556","352933.44","6961","0","254","12462","15448.3666981"
"1/7/2009","2080.272","141.504","354298.52","8563.4","2687","3820","9979","18185.2000541"
"1/8/2009","1633.27","124.374","353305.06","6797.8","2773","299","10075","14074.1667056"
"1/9/2009","1788.702","115.572","352256.27","7462.2","1802","272","9285","18452.7000351"
"1/10/2009","2102.948","161.734","351533.5","8768","2828","4288","12539","15394.1333563"
"1/11/2009","1975.988","143.24","353565.43","8301.2","4521","5301","5887","17224.1332878"
"1/12/2009","1589.278","112.428","353558.98","6500","0","261","12147","14079.9666539"
"1/13/2009","2182.6","134.142","352020.01","9006.2","1140","329","16194","18713.6666152"
"1/14/2009","1779.078","120.838","352235.16","7350.6","2277","333","10319","16722.2999819"
"1/15/2009","1564.068","115.546","349950.64","6509.6","2731","390","9561","13385.800001"
"1/16/2009","2766.554","179.92","349299.32","11578.4","5811","3158","15220","21920.2333766"
"1/17/2009","3317.82","164.544","347949.42","13793.6","2477","3154","15322","34344.0000647"
"1/18/2009","3154.194","209.84","349407.48","13201.4","5649","6701","12727","27492.9000522"
"1/19/2009","1699.866","119.274","350101.69","7091.2","1118","376","10279","16558.0999785"
"1/20/2009","1738.028","133.88","350495.79","7170.8","0","282","13727","14958.1333835"
"1/21/2009","1739.434","128.044","351511.47","7189.8","1148","2159","9830","15853.5666927"
"1/22/2009","1237.356","115.6","351369.15","5169.6","0","341","8246","12035.6000302"
"1/23/2009","1910.536","126.298","349587.29","7964.4","2078","295","12146","17323.2666485"
"1/24/2009","2200.77","169.974","350281.09","9203.2","5096","4492","8322","18769.4999687"
"1/25/2009","2843.664","147.766","349263.35","11738","3971","5960","11213","26250.3999693"
"1/26/2009","1674.472","113.276","350208.39","6961.6","1121","348","9821","16617.8666475"
"1/27/2009","1425.03","135.636","351270.15","6001.8","896","278","6608","15968.5000522"
"1/28/2009","2721.734","116.02","349966.4","11276.6","2301","6949","14285","21827.2332963"
"1/29/2009","1573.698","104.306","350442.5","6527","0","294","8996","16938.2999207"
"1/30/2009","2059.038","120.094","351777.36","8521.8","1622","280","12147","20268.2999682"
"1/31/2009","3312.852","238.712","349158.79","13871.8","8278","6575","15309","25052.2000206"
"2/1/2009","1944.46","169.486","352394.68","8138.6","4048","639","8182","19538.6666081"
"2/2/2009","1603.3","106.588","352619.75","6596.8","1159","232","10915","14415.6666731"
"2/3/2009","1868.39","123.01","351795.92","7695.2","703","878","14984","14574.8333341"
"2/4/2009","2460.924","151.604","352348.84","10139.6","871","6961","15960","17223.4000246"
"2/5/2009","1649.088","122.188","351151.29","6858","1104","264","12987","13129.8000064"
"2/6/2009","2048.396","126.872","350336.06","8527.2","1165","273","11716","20985.9332829"
"2/7/2009","3131.536","184.644","348553.33","13076.6","6822","4483","17873","23014.2665316"
"2/8/2009","2182.866","134.02","350430.58","9114.6","5341","259","15174","15607.1001032"
"2/9/2009","1706.638","134.608","350383.66","7150.4","1063","228","9375","17777.9666463"
"2/10/2009","1943.822","115.832","350147.19","8041.2","1128","263","12339","18667.0333737"
"2/11/2009","2639.39","239.362","348620.49","11133","2985","10477","12195","18332.8333934"
"2/12/2009","1968.66","119.284","349792.6","8183","1109","299","17724","13678.999971"
"2/13/2009","1690.022","109.186","348038.4","7044.2","1100","254","11554","15259.0333498"
"2/14/2009","2335.49","118.932","348414.46","9688.8","2283","3256","18545","14840.833265"
"2/15/2009","1586.032","114.022","349695.27","6482","2465","226","5234","18508.8666604"
"2/16/2009","1318.994","111.806","348685.93","5512.6","0","261","7037","14685.2333802"
"2/17/2009","801.838","117.966","348737.6","3345.4","0","292","3925","9146.9666755"
"2/18/2009","826.45","113.064","348812.78","3392.4","0","297","5471","8006.1666301"
"2/19/2009","737.268","99.378","347831.41","3040.6","1046","262","1796","9183.7999798"
"2/20/2009","1880.736","147.036","345874.62","7970.4","2897","293","8768","19387.5999743"
"2/21/2009","1316.184","155.402","346974.25","5481.6","2111","262","3983","15580.3999976"
"2/22/2009","2238.478","175.828","347495.48","9410","3816","8576","7133","17782.9666537"
"2/23/2009","2733.656","129.8","347386.87","11337.2","1212","3744","12471","28133.9333775"
"2/24/2009","1783.144","123.346","346878.61","7441.4","0","1602","14512","13605.0666954"
"2/25/2009","1169.844","113.07","347330.83","4914","1092","274","7359","10772.4000585"
"2/26/2009","1156.852","112.6","346654.61","4842.8","0","268","6841","12171.8666943"
"2/27/2009","2028.918","202.116","346990.59","8501","1154","246","14831","17584.2999846"
"2/28/2009","1630.75","212.588","349052.08","6961.4","1145","5358","8006","12670.1666895"
"3/1/2009","2467.946","189.112","348685.84","10393.4","11178","2740","8834","18380.4333419"
"3/2/2009","1477.442","135.364","348828.26","6337.6","1560","310","6684","16070.0333586"
"3/3/2009","1848.952","127.904","349772.19","7699.8","1159","268","13024","16364.8666533"
"3/4/2009","1842.13","129.434","349033.66","7772","2214","2570","8393","17525.1666682"
"3/5/2009","1441.812","112.462","348018.63","6124.8","0","271","9094","14665.1999662"
"3/6/2009","1783.474","128.956","346742.37","7579.6","1144","265","12056","16259.5666803"
"3/7/2009","1696.466","149.866","349159.17","7107.8","1055","811","12113","14295.4333463"
"3/8/2009","2357.166","194.186","348710.1","9909.8","7253","5260","12691","14082.099978"
"3/9/2009","1685.556","136.04","349174.52","7062.4","2001","369","10336","15386.6000012"
"3/10/2009","1836.21","114.902","348232.95","7690.6","0","281","11610","18712.5000293"
"3/11/2009","2405.904","137.244","348222.49","10119.8","3476","7288","10737","18597.4000408"
"3/12/2009","1887.26","134.772","348477.73","7859.4","0","364","13655","17435.3333452"
"3/13/2009","1445.52","138.684","349570.52","6006.8","1082","311","10466","12233.0000202"
"3/14/2009","2149.028","155.25","348737.48","8908","2196","280","18036","15305.1333801"
"3/15/2009","1942.062","177.752","348150.4","8202.6","3478","5152","8353","15384.7000251"
"3/16/2009","1336.034","119.406","349069.78","5542.8","0","306","9273","12688.2333973"
"3/17/2009","1931.91","234.992","348417.25","8135","1110","3952","12320","14816.4999629"
"3/18/2009","1450.68","121.906","349690.49","6020.8","1123","375","12101","10578.9999973"
"3/19/2009","1191.532","116.412","349597.84","4931.8","0","314","9458","10086.8666635"
"3/20/2009","1463.906","130.038","349799.74","6073.6","1083","308","10618","12389.4333369"
"3/21/2009","1930.022","197.656","349319.12","8167.4","5420","682","10266","15799.0333647"
"3/22/2009","1689.17","130.28","347799.76","7128.8","2017","3778","9015","13342.8333902"
"3/23/2009","1296.45","120.122","348557.26","5456.8","1078","310","5999","14220.5000158"
"3/24/2009","1661.712","146.836","349177.1","7047.8","1710","352","10149","15484.1999435"
"3/25/2009","1838.774","194.036","350082.81","7708.4","2780","3315","10287","14264.2333626"
"3/26/2009","1211.004","119.75","349827.49","5042.4","0","312","8596","11275.4000062"
"3/27/2009","1713.926","181.074","349385.25","7221.8","1103","526","9947","16989.4333205"
"3/28/2009","2260.976","276.7","348675.29","9508.8","4527","327","12225","20603.9333549"
"3/29/2009","2216.65","137.094","349269.94","9242.4","1611","4024","9502","21807.1666865"
"3/30/2009","1477.452","131.324","349529.07","6198.8","1085","295","9901","13343.2000351"
"3/31/2009","1823.482","137.988","348721.78","7645","2202","2711","12958","12520.3666993"
"4/1/2009","1641.14","143.048","349784.69","6923.4","2807","2364","7309","14872.3333494"
"4/2/2009","1644.334","124.762","348825.08","6856.4","1128","324","13500","12453.5666564"
"4/3/2009","1363.26","132.598","348209.12","5735.4","0","326","8556","13839.000011"
"4/4/2009","2191.232","199.728","347688.94","9211","2699","4172","16251","13398.5332507"
"4/5/2009","1375.716","183.012","348931.74","5921.4","3832","357","6503","12236.5999953"
"4/6/2009","1452.634","131.54","348913.65","6084.8","799","333","10141","12937.5666591"
"4/7/2009","1440.092","152.732","348464.76","6093","1103","338","9121","13439.5333623"
"4/8/2009","1534.6","161.35","348854.01","6520.2","2131","2827","7968","12650.666655"
"4/9/2009","1890.472","176.936","348907.43","7869","2682","366","13482","14977.8666554"
"4/10/2009","1842.114","165.792","348529.66","7674","2057","2822","13828","11994.89996"
"4/11/2009","2462.446","253.666","346995.73","10332.4","3661","4286","18233","14860.7667267"
"4/12/2009","2141.012","281.67","346180.75","9119.2","7498","1504","12470","14211.533347"
"4/13/2009","1602.718","200.264","347223.27","6830.8","1015","5651","6246","13799.9666881"
"4/14/2009","1501.538","188.58","347748.95","6386.4","888","2341","9478","12318.6333765"
"4/15/2009","1216.062","190.886","347501.82","5199.8","1880","463","5278","12646.7000039"
"4/16/2009","1564.524","179.016","346285.5","6658.8","2896","397","9809","12973.3999911"
"4/17/2009","2042.81","171.198","347511.93","8592.4","0","5224","7655","21167.8333401"
"4/18/2009","1512.266","146.958","347106.6","6376.4","1028","2613","10699","10864.4333311"
"4/19/2009","1286.468","153.604","349428.29","5397.8","2201","376","8088","10776.1333565"
"4/20/2009","1486.51","169.502","348342.56","6240","0","2644","10476","11655.1667168"
"4/21/2009","1894.598","182.732","346533.79","7970.8","1925","375","7380","21896.6333582"
"4/22/2009","1496.198","203.908","347435.79","6296.8","1024","1203","13265","9444.6333753"
"4/23/2009","1141.46","175.454","347752.28","4899.2","1068","395","5511","12050.3333345"
"4/24/2009","1194.048","180.82","348177.72","5083","0","383","9677","9840.800027"
"4/25/2009","2022.284","235.592","346332","8548","2007","3901","13225","14571.7333072"
"4/26/2009","1781.626","229.618","348285.49","7548.6","3053","3017","10561","13062.7667237"
"4/27/2009","1351.628","160.408","347041.77","5766","995","376","7021","14135.1333108"
"4/28/2009","1706.386","160.366","348465.78","7285","2068","371","11469","14531.7666909"
"4/29/2009","1664.68","141.616","348748.62","6996.2","1043","2492","9372","14837.6666558"
"4/30/2009","1834.762","138.056","348342.24","7666.4","1027","363","15305","13884.3666322"
"5/1/2009","1512.802","190.462","347433.25","6370.8","1067","1052","11709","11385.3667023"
"5/2/2009","1393.91","179.62","348311.38","5871.6","1430","374","9760","11667.8333231"
"5/3/2009","1608.878","179.698","348575.52","6857.2","3207","2593","7226","13788.63330277"
"5/4/2009","1667.882","146.056","347666.73","6971.6","1007","411","11374","15006.0333839"
"5/5/2009","1731.474","141.914","346778.63","7282.4","1049","5539","10166","12103.8999731"
"5/6/2009","1349.902","146.378","346891.27","5716.4","1038","1797","9058","10605.366675"
"5/7/2009","1012.648","135.008","347289.86","4280.8","0","374","7992","8511.4666787"
"5/8/2009","1857.156","154.882","346787.73","7801.6","2226","848","15426","12452.5999982"
"5/9/2009","1261.352","182.984","347866.89","5420.8","2090","382","6605","11945.5332879"
"5/10/2009","1967.248","205.226","347141.34","8412.6","4300","6671","8693","13123.4667106"
"5/11/2009","1517.176","158.44","345961.91","6380.6","1035","457","11009","12785.2667046"
"5/12/2009","1625.956","150.022","346142.56","6867.2","0","2713","11335","13051.2666714"
"5/13/2009","1246.398","171.566","346515.81","5338.6","1419","553","7127","11674.299939"
"5/14/2009","1606.984","151.91","345685.71","6920.2","0","4065","11499","11219.0666231"
"5/15/2009","1422.226","140.546","346978.37","6023.2","1382","494","12195","9632.7666758"
"5/16/2009","2007.378","186.502","345583.81","8475","1705","4820","12265","14666.29997893"
"5/17/2009","1543.764","226.46","346033.05","6631.8","2555","1926","7168","14080.3999947"
"5/18/2009","1209.906","154.56","346980.49","5066.2","763","374","8971","10057.0999848"
"5/19/2009","1617.344","188.884","347029.83","6770.2","3253","792","10981","11929.7333475"
"5/20/2009","1307.162","182.382","347500.38","5528.8","1061","1889","9470","9366.0333187"
"5/21/2009","1575.15","212.396","347067.51","6636.2","1553","1278","12563","10858.4999857"
"5/22/2009","1074.806","237.242","348431.81","4609.4","982","1207","8078","7646.4333611"
"5/23/2009","1530.598","193.25","346418.52","6472","480","1844","12579","10606.9666517"
"5/24/2009","1287.786","177.2","348505.87","5429.6","45","446","10256","10716.0999917"
"5/25/2009","1354.096","183.162","343340.5","5762.6","920","966","9930","10752.2666596"
"5/26/2009","1338.644","126.464","333795.34","5816.4","1191","860","10102","10157.7333202"
"5/27/2009","1544.292","124.902","332845.88","6729.8","1052","2355","11076","11255.1999833"
"5/28/2009","1179.736","128.786","336531.4","5058.6","1502","421","9049","8690.2666713"
"5/29/2009","1242.846","147.15","347844.53","5232.2","1005","434","10112","9163.0999754"
"5/30/2009","1659.106","233.688","347275.31","7060.4","2787","1707","11557","11600.76672"
"5/31/2009","956.89","200.616","347696.85","4156.8","1466","458","5720","8304.16665332"
"6/1/2009","1443.26","229.876","347521.14","6208.2","2789","461","11361","9443.33331704"
"6/2/2009","1090.638","223.696","347947.63","4849.6","0","506","7892","9779.3000051"
"6/3/2009","1356.578","200.926","346184.53","5870.4","940","1370","11577","8722.6333002"
"6/4/2009","1035.66","164.662","345614.69","4440.2","1906","455","6905","7994.999987005"
"6/5/2009","1230.36","156.95","345403.02","5256","0","456","12515","7535.0000087"
"6/6/2009","1475.45","233.496","346437.85","6356.6","1769","2732","10611","9478.8333539"
"6/7/2009","1207.392","218.93","347066.73","5225.6","2077","1641","6034","10371.1999975"
"6/8/2009","1178.776","129.36","345693.21","5100.6","1024","432","8551","9639.2666196"
"6/9/2009","1332.85","154.396","346929.86","5699.2","1000","414","10695","10105.1666551"
"6/10/2009","1602.996","159.208","346631.16","6816.8","1032","4745","9889","11050.6000008"
"6/11/2009","1300.65","159.932","347293.52","5548.8","0","472","10610","10595.5000355"
"6/12/2009","1101.732","152.704","346949.77","4703","1009","460","7137","9756.2000194"
"6/13/2009","1101.87","154.292","346965.18","4702","1009","465","7143","9747.5000221"
"6/14/2009","1101.87","154.292","346965.18","4702","1009","465","7143","9747.5000221"
"6/15/2009","1089.938","202.02","347074.89","4695.2","916","509","7737","9003.63328914"
"6/16/2009","1508.792","212.188","346796.9","6458.2","2983","1221","13691","7251.53336248"
"6/17/2009","988.016","192.86","347465.53","4260.8","975","611","7193","7687.9333318"
"6/18/2009","1165.7","165.954","347466.56","4906.8","0","461","11223","7744.33335934"
"6/19/2009","1086.866","164.26","347497.32","4620.2","969","475","7737","8933.43333992"
"6/20/2009","1107.1","179.056","347737.8","4679.1999999999","0","2657","9159","6635.66664087"
"6/21/2009","855.142","161.526","347452.93","3646.4","1039","412","6002","6799.3666429"
"6/22/2009","1094.098","162.124","347331.3","4634","0","449","11148","6637.966666745"
"6/23/2009","1039.214","163.872","347347.1","4428.2","1010","1261","8186","6863.23332152"
"6/24/2009","1534.874","194.322","346373.54","6503.2","3059","1239","14275","7008.23338063"
"6/25/2009","771.362","183.966","347296.25","3332","0","495","6224","6137.03334141"
"6/26/2009","1277.322","238.866","346378.71","5531","1826","538","9952","8972.69999223"
"6/27/2009","1709.052","271.624","348212.37","7240.6","2663","2432","13468","9921.19996235"
"6/28/2009","1059.394","277.824","348247.34","4621","0","1421","6742","9493.56667965"
"6/29/2009","1010.134","236.026","348327.11","4358","1794","598","6462","7981.56668636"
"6/30/2009","1192.446","283.15","348398.79","5244.8","582","1034","8989","9269.09999056"
"7/1/2009","1218.342","265.742","348205.39","5251.6","989","590","9747","8979.7000413"
"7/2/2009","1242.578","276.318","348432.11","5349.6","637","603","8032","11437.6333496"
"7/3/2009","864.148","245.996","348369.62","3794.6","856","642","7371","5533.46666815"
"7/4/2009","1238.568","373.902","347252.35","5535.6","2084","2329","6791","9438.79998145"
"7/5/2009","1410.736","383.148","347680.19","6206.8","3215","1438","8014","10845.26671275"
"7/6/2009","954.26","270.972","348139.4","4178.6","429","755","7142","7578.33329339"
"7/7/2009","1110.136","256.638","347963.05","4901.4","1292","3619","5704","7887.26662875"
"7/8/2009","1234.4","221.196","347909.4","5315","0","3514","9308","7751.3333455"
"7/9/2009","846.252","194.652","349331.22","3761","0","656","4783","8665.2000318"
"7/10/2009","1193.802","218.106","348833.39","5083.2","988","2624","7494","8790.69998514"
"7/11/2009","993.968","249.472","348789.3","4346.2","981","683","7756","7146.13335183"
"7/12/2009","513.478","191.48","348919.11","2305.4","0","589","4060","3908.96665916"
"7/13/2009","496.746","196.526","349268.42","2250","0","594","3881","3804.10000297"
"7/14/2009","911.43","266.574","348775.76","4054","2303","618","6155","6114.500039675"
"7/15/2009","718.074","189.692","348374.73","3121.2","878","932","5820","4337.89999596"
"7/16/2009","599.554","259.326","348648.45","2701.6","0","1724","3902","4366.56660397"
"7/17/2009","731.808","179.134","347896.25","3161.2","0","626","6670","4900.79996421"
"7/18/2009","966.41","218.338","348489.04","4154.2","0","663","5389","10054.83334113"
"7/19/2009","1203.644","259.25","348547.11","5077.1999999999","0","598","5058","14404.73332343"
"7/20/2009","662.486","217.864","348252.28","2949","914","784","4948","4395.43336009"
"7/21/2009","813.762","266.7","349232.94","3600.8","0","981","7795","4786.70001858"
"7/22/2009","739.532","238.48","348594.36","3258","0","681","3965","7679.53336006"
"7/23/2009","1030","218.91","348398.38","4396","926","622","9064","6554.66665047"
"7/24/2009","561.738","208.536","348121.19","2529.4","0","630","4128","4604.30000331"
"7/25/2009","536.688","195.46","348619.78","2422.4","0","577","3716","4651.80001445"
"7/26/2009","543.016","239.798","349426.66","2473","0","1019","3799","4232.26669205"
"7/27/2009","688.566","321.95","349240.45","3142.2","0","2062","5202","4212.09997325"
"7/28/2009","902.85","252.766","348798.83","3986","0","4899","4353","5795.49995254"
"7/29/2009","902","185.468","347760.68","3904.4","869","749","7549","5866.33332519"
"7/30/2009","792.326","198.206","349112.18","3471.4","0","2304","4040","6861.43331776"
"7/31/2009","975.83","228.246","348294.33","4323.2","865","3423","6302","5673.83333914"
"8/1/2009","706.966","242.662","347764.33","3178.6","0","844","6248","4690.766643195"
"8/2/2009","489.724","205.492","346955.9","2258.6","0","637","3539","3986.06665733"
"8/3/2009","500.298","197.3","348364.9","2254.4","0","605","3811","3922.29999"
"8/4/2009","508.892","196.38","348878.14","2317.6","0","607","3871","4003.53330242"
"8/5/2009","518.652","207.894","348922.91","2368","0","620","4042","3982.19999326"
"8/6/2009","532.672","214.786","347369.4","2415.4","0","659","4193","4025.86667124"
"8/7/2009","539.296","221.29","347555.23","2442","0","668","4232","4088.2666464"
"8/8/2009","526.472","214.068","348087.02","2390","0","646","4093","4035.53332869"
"8/9/2009","998.234","284.326","348551.16","4402.4","1984","2380","5154","7119.23330763"
"8/10/2009","1069.358","298.248","347081.04","4719","0","3719","6012","8091.6333441"
"8/11/2009","950.954","307.45","348251.75","4246.2","857","1467","6577","6948.23334121"
"8/12/2009","824.436","272.552","348203.92","3678.2","912","689","4991","7148.60000646"
"8/13/2009","1015.51","267.762","347648.69","4474.8","1215","4092","4541","7077.1666569"
"8/14/2009","748.676","241.328","347298.59","3287.8","429","850","4647","6551.93334475"
"8/15/2009","1514.062","384.762","346890.74","6632.4","3437","1852","8922","11023.36669036"
"8/16/2009","1217.712","409.052","346350.02","5464","1604","1094","5691","11906.20002395"
"8/17/2009","785.908","251.462","347357.44","3480.6","1","813","6261","6023.46667614"
"8/18/2009","1080.598","246.724","346790.14","4691.8","2306","1440","6324","7939.96671125"
"8/19/2009","880.742","262.994","347819.86","3925.4","896","812","6044","6927.03336184"
"8/20/2009","775.722","260.89","347163.29","3489.6","0","883","6138","5907.69998007"
"8/21/2009","1161.746","262.362","346480.93","5044.8","3043","887","7527","7905.433348265"
